id_police,bonus_malus,niveau_couverture,duree_contrat_mois,anciennete_situation,frequence_paiement,paiement_usage,usage_vehicule,code_insee,presence_conducteur2,age_conducteur1,age_conducteur2,sexe_conducteur1,sexe_conducteur2,anciennete_permis1,anciennete_permis2,age_vehicule,cylindree,puissance_din,type_carburant,marque_vehicule,modele_vehicule,vitesse_max,type_vehicule,valeur_vehicule,poids_vehicule,code_departement,anciennete_commercialisation,anciennete_fin_commercialisation,montant_total_sinistres,nombre_sinistres,poste_id,latitude,longitude,altitude,mois,precipitations_totales,nb_valeurs_precipitations,precip_max_24h,jour_precip_max,nbj_precip_1mm,nbj_precip_5mm,nbj_precip_10mm,nbj_precip_30mm,nbj_precip_50mm,nbj_precip_100mm,nbj_gelee,amplitude_moyenne,amplitude_maximale,jour_ampli_max,nb_valeurs_amplitude,temperature_moyenne,nb_valeurs_tmoyenne,nb_valeurs_tm,nb_jours_tm_sup24,tmoy_minimale,jour_tmoy_minimale,tmoy_maximale,jour_tmoy_maximale,departement,tranche_age
A00079442-V01,0.5,4,6.0,1.0,12,No,Retired,2A004,No,80.0,,M,,53.0,,7,1999.0,146.0,Gasoline,FORD,MONDEO,215.0,Tourism,24250.0,1301,2A,2014.0,2021.0,,0.0,20004002.0,41.918,8.792667,5.0,202301.0,55.7,31.0,17.2,16.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,9.5,14.3,29.0,31.0,10.1,31.0,31.0,0.0,5.6,21.0,14.4,8.0,2A,76+
A00059468-V01,0.5,3,25.0,2.0,12,No,Retired,83050,No,69.0,,M,,44.0,,11,1199.0,66.0,Gasoline,OPEL,CORSA,163.0,Tourism,10138.0,905,83,2012.0,2013.0,,0.0,83050007.0,43.526167,6.453333,173.0,202301.0,14.6,31.0,8.2,8.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,11.1,16.4,29.0,31.0,7.6,31.0,31.0,0.0,0.9,23.0,13.3,3.0,83,61-75
A00043953-V01,0.5,1,4.0,4.0,2,No,WorkPrivate,12145,No,46.0,,M,,27.0,,30,602.0,30.0,Gasoline,CITROEN,MEHARI,100.0,Commercial,7227.0,955,12,1982.0,2001.0,,0.0,12145001.0,44.1185,3.0195,712.0,202301.0,27.7,31.0,9.7,16.0,7.0,1.0,0.0,0.0,0.0,0.0,16.0,4.4,10.2,14.0,31.0,2.6,31.0,31.0,0.0,-3.7,25.0,10.8,1.0,12,46-60
A00010717-V01,0.5,4,17.0,2.0,12,No,WorkPrivate,53130,No,57.0,,F,,32.0,,6,1198.0,64.0,Gasoline,VOLKSWAGEN,POLO,162.0,Tourism,12510.0,1173,53,2015.0,2018.0,,0.0,53130008.0,48.030667,-0.7465,100.0,202301.0,66.9,31.0,14.7,14.0,16.0,3.0,2.0,0.0,0.0,0.0,5.0,4.5,8.5,22.0,31.0,6.3,31.0,31.0,0.0,-0.1,23.0,12.1,1.0,53,46-60
A00020158-V01,0.5,3,25.0,4.0,12,No,Professional,83061,No,55.0,,M,,36.0,,4,2148.0,150.0,Diesel,MERCEDES BENZ,SPRINTER,157.0,Commercial,37088.0,0,83,2020.0,2023.0,,0.0,83061001.0,43.4235,6.738,7.0,202301.0,21.6,31.0,12.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,9.2,13.3,29.0,31.0,9.3,31.0,31.0,0.0,4.6,22.0,14.0,7.0,83,46-60
A00044997-V01,0.5,4,2.0,2.0,12,No,WorkPrivate,83042,No,50.0,,F,,31.0,,2,1399.0,68.0,Diesel,FORD,FIESTA,162.0,Tourism,14180.0,1011,83,2022.0,2024.0,550.3,1.0,83042001.0,43.261667,6.510333,31.0,202301.0,34.6,31.0,20.2,23.0,4.0,2.0,1.0,0.0,0.0,0.0,7.0,10.4,16.0,29.0,31.0,9.3,31.0,31.0,0.0,3.6,22.0,15.2,3.0,83,46-60
A00006895-V01,0.5,1,13.0,7.0,2,No,WorkPrivate,21231,Yes,48.0,42.0,M,F,30.0,24.0,36,1584.0,51.0,Gasoline,VOLKSWAGEN,COCCINELLE,130.0,Tourism,2377.0,870,21,1984.0,1986.0,,0.0,21231001.0,47.320667,5.019333,241.0,202301.0,50.2,31.0,10.0,17.0,11.0,4.0,1.0,0.0,0.0,0.0,10.0,4.7,9.3,30.0,31.0,4.9,31.0,31.0,0.0,-0.4,30.0,13.7,1.0,21,46-60
A00085648-V01,0.5,4,13.0,4.0,2,No,WorkPrivate,84031,No,52.0,,M,,34.0,,13,1149.0,59.0,Gasoline,RENAULT,CLIO,155.0,Tourism,10276.0,890,84,2012.0,2013.0,,0.0,84031001.0,44.083667,5.058333,98.0,202301.0,9.2,31.0,2.6,16.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,9.6,14.5,29.0,31.0,6.5,31.0,31.0,0.0,0.8,30.0,13.3,8.0,84,46-60
A00069895-V01,0.5,4,27.0,2.0,1,No,Retired,90056,No,80.0,,M,,58.0,,8,1587.0,109.0,Gasoline,PEUGEOT,_206,197.0,Tourism,16950.0,950,90,2016.0,2019.0,,0.0,90056002.0,47.526167,7.003167,359.0,202301.0,71.4,31.0,16.1,8.0,13.0,4.0,2.0,0.0,0.0,0.0,16.0,6.0,14.2,1.0,31.0,3.6,31.0,31.0,0.0,-4.6,21.0,11.4,1.0,90,76+
A00071224-V01,0.5,3,7.0,5.0,1,No,WorkPrivate,59606,Yes,42.0,41.0,M,F,21.0,23.0,19,1124.0,60.0,Gasoline,PEUGEOT,_309,152.0,Tourism,9833.0,835,59,2003.0,2007.0,,0.0,59606004.0,50.328333,3.461,50.0,202301.0,65.4,31.0,8.6,9.0,14.0,5.0,0.0,0.0,0.0,0.0,11.0,4.6,10.6,29.0,31.0,5.4,31.0,31.0,0.0,-1.0,25.0,12.3,1.0,59,31-45
A00076250-V01,0.5,4,11.0,1.0,2,No,WorkPrivate,78621,No,46.0,,M,,19.0,,17,1796.0,140.0,Gasoline,BMW,318 I,213.0,Tourism,26755.0,1125,78,2006.0,2010.0,,0.0,78621001.0,48.774333,2.009833,167.0,202301.0,42.9,31.0,10.1,14.0,10.0,2.0,1.0,0.0,0.0,0.0,10.0,4.1,9.2,31.0,31.0,5.4,31.0,31.0,0.0,-0.5,25.0,12.9,1.0,78,46-60
A00026214-V02,0.5,4,7.0,1.0,1,No,WorkPrivate,06088,No,49.0,,M,,29.0,,7,2204.0,140.0,Diesel,HONDA,ACCORD,210.0,Tourism,25700.0,1458,06,2017.0,2021.0,,0.0,6088001.0,43.648833,7.209,2.0,202301.0,45.2,31.0,42.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.6,10.4,18.0,31.0,10.3,31.0,31.0,0.0,6.5,21.0,14.5,3.0,06,46-60
A00006306-V01,0.5,3,28.0,2.0,2,No,WorkPrivate,79049,Yes,54.0,51.0,M,F,35.0,32.0,13,998.0,55.0,Gasoline,NISSAN,MICRA,150.0,Tourism,9132.0,795,79,2006.0,2008.0,,0.0,79049004.0,46.839833,-0.515833,191.0,202301.0,83.3,31.0,20.0,14.0,14.0,6.0,4.0,0.0,0.0,0.0,9.0,4.8,11.4,20.0,31.0,5.7,31.0,31.0,0.0,-1.5,22.0,13.1,1.0,79,46-60
A00078856-V01,0.5,4,6.0,1.0,2,No,Professional,34301,No,63.0,,F,,41.0,,7,2457.0,165.0,Gasoline,SUBARU,OUTBACK,206.0,Tourism,33200.0,1360,34,2018.0,2021.0,,0.0,34301002.0,43.397333,3.692167,75.0,202301.0,11.6,31.0,5.4,19.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8,8.8,24.0,31.0,8.8,31.0,31.0,0.0,3.4,27.0,14.7,2.0,34,61-75
A00003168-V01,0.67,4,26.0,2.0,2,No,WorkPrivate,38185,No,51.0,,M,,31.0,,2,1461.0,68.0,Diesel,RENAULT,CLIO,162.0,Tourism,12499.0,1165,38,2022.0,2023.0,,0.0,38185012.0,45.2115,5.682833,213.0,202301.0,39.6,31.0,6.4,9.0,10.0,3.0,0.0,0.0,0.0,0.0,7.0,5.8,11.2,1.0,31.0,5.7,31.0,31.0,0.0,-0.2,20.0,15.6,2.0,38,46-60
A00018372-V01,0.5,4,26.0,9.0,12,No,WorkPrivate,03321,No,74.0,,F,,30.0,,13,1242.0,60.0,Gasoline,FIAT,PUNTO,160.0,Tourism,9468.0,870,03,2007.0,2009.0,,0.0,3321001.0,46.579167,3.352833,242.0,202301.0,45.2,31.0,8.2,17.0,14.0,2.0,0.0,0.0,0.0,0.0,7.0,4.6,10.3,7.0,31.0,5.3,31.0,31.0,0.0,-0.8,30.0,14.7,1.0,03,61-75
A00089879-V01,0.5,4,1.0,1.0,1,No,WorkPrivate,78646,Yes,51.0,52.0,M,F,32.0,24.0,6,1994.0,158.0,Gasoline,SUBARU,FORESTER,189.0,Tourism,24700.0,1390,78,2019.0,2022.0,,0.0,78646002.0,48.803333,2.09,121.0,202301.0,57.5,31.0,12.5,14.0,16.0,5.0,1.0,0.0,0.0,0.0,10.0,5.3,11.7,31.0,31.0,6.1,31.0,31.0,0.0,0.2,29.0,13.2,1.0,78,46-60
A00015918-V01,0.5,4,12.0,3.0,1,No,WorkPrivate,15014,Yes,56.0,58.0,F,M,38.0,40.0,4,1000.0,71.0,Gasoline,SMART,FORTWO,145.0,Tourism,11350.0,750,15,2021.0,2022.0,,0.0,15014001.0,44.935833,2.438333,707.0,202301.0,82.3,31.0,12.9,7.0,14.0,7.0,3.0,0.0,0.0,0.0,17.0,5.3,11.4,23.0,31.0,2.5,31.0,31.0,0.0,-3.9,25.0,12.6,1.0,15,46-60
A00087881-V01,0.5,1,1.0,1.0,1,No,WorkPrivate,33063,Yes,51.0,41.0,M,F,31.0,20.0,11,1988.0,131.0,Gasoline,FORD,MONDEO,206.0,Tourism,22731.0,1253,33,2012.0,2014.0,,0.0,33063001.0,44.849667,-0.588667,10.0,202301.0,119.5,31.0,23.1,19.0,13.0,8.0,5.0,0.0,0.0,0.0,3.0,5.3,10.4,30.0,31.0,7.8,31.0,31.0,0.0,0.1,22.0,14.3,1.0,33,46-60
A00054487-V01,0.5,3,14.0,5.0,2,No,WorkPrivate,83137,Yes,42.0,54.0,M,F,21.0,34.0,22,1488.0,67.0,Diesel,OPEL,CORSA,165.0,Tourism,12181.0,850,83,2002.0,2007.0,,0.0,83137001.0,43.115833,5.900667,3.0,202301.0,20.4,31.0,7.6,8.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,8.7,14.0,31.0,31.0,9.8,31.0,31.0,0.0,4.7,23.0,15.8,1.0,83,31-45
A00082655-V01,0.5,1,12.0,6.0,1,No,WorkPrivate,73171,No,37.0,,M,,19.0,,12,1870.0,64.0,Diesel,RENAULT,CLIO,161.0,Tourism,11876.0,985,73,2012.0,2014.0,,0.0,73171002.0,45.493833,6.049167,264.0,202301.0,65.0,31.0,13.4,9.0,10.0,6.0,1.0,0.0,0.0,0.0,12.0,6.1,11.3,1.0,31.0,3.9,31.0,31.0,0.0,-2.1,20.0,10.5,2.0,73,31-45
A00077351-V01,0.5,4,25.0,1.0,1,No,Retired,67482,Yes,64.0,34.0,F,M,45.0,18.0,5,1360.0,74.0,Gasoline,CITROEN,C3,162.0,Tourism,12950.0,1095,67,2016.0,2016.0,,0.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,61-75
A00061403-V01,0.5,3,10.0,2.0,12,No,WorkPrivate,34301,No,60.0,,M,,31.0,,10,1995.0,101.0,Diesel,OPEL,ASTRA,188.0,Tourism,18100.0,1221,34,2013.0,2016.0,,0.0,34301002.0,43.397333,3.692167,75.0,202301.0,11.6,31.0,5.4,19.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8,8.8,24.0,31.0,8.8,31.0,31.0,0.0,3.4,27.0,14.7,2.0,34,46-60
A00017781-V01,0.5,3,13.0,1.0,12,No,WorkPrivate,59392,Yes,54.0,52.0,M,F,35.0,21.0,13,2499.0,116.0,Diesel,OPEL,FRONTERA,155.0,Tourism,26054.0,1873,59,2010.0,2013.0,,0.0,59392001.0,50.271667,3.9665,142.0,202301.0,104.8,31.0,21.7,14.0,17.0,6.0,3.0,0.0,0.0,0.0,11.0,4.0,9.5,29.0,31.0,4.9,31.0,31.0,0.0,-1.7,25.0,11.7,1.0,59,46-60
A00066678-V01,0.5,4,12.0,1.0,2,No,Retired,03185,No,76.0,,F,,52.0,,1,1149.0,59.0,Gasoline,RENAULT,CLIO,160.0,Tourism,8890.0,935,03,2024.0,2024.0,,0.0,3185007.0,46.355167,2.574667,229.0,202301.0,29.4,31.0,6.6,17.0,7.0,1.0,0.0,0.0,0.0,0.0,10.0,5.4,16.4,7.0,31.0,5.4,31.0,31.0,0.0,-0.8,22.0,13.5,1.0,03,76+
A00032980-V01,0.5,4,3.0,3.0,1,No,WorkPrivate,44109,No,33.0,,F,,14.0,,4,1149.0,101.0,Gasoline,RENAULT,CLIO,183.0,Tourism,15700.0,1100,44,2021.0,2023.0,,0.0,44109012.0,47.227667,-1.514,17.0,202301.0,103.1,31.0,16.0,15.0,17.0,7.0,3.0,0.0,0.0,0.0,4.0,4.7,11.5,20.0,31.0,7.7,31.0,31.0,0.0,0.2,22.0,13.6,1.0,44,31-45
A00074091-V01,0.5,4,17.0,2.0,1,No,WorkPrivate,21231,No,57.0,,M,,36.0,,2,1397.0,96.0,Gasoline,PEUGEOT,_207,185.0,Tourism,14550.0,1165,21,2021.0,2023.0,,0.0,21231001.0,47.320667,5.019333,241.0,202301.0,50.2,31.0,10.0,17.0,11.0,4.0,1.0,0.0,0.0,0.0,10.0,4.7,9.3,30.0,31.0,4.9,31.0,31.0,0.0,-0.4,30.0,13.7,1.0,21,46-60
A00025409-V01,0.5,4,18.0,1.0,4,No,Professional,68112,No,43.0,,F,,25.0,,2,1560.0,90.0,Diesel,Peugeot,_308,180.0,Tourism,21950.0,1303,68,2021.0,2023.0,,0.0,68112005.0,47.903667,7.225833,273.0,202301.0,59.6,31.0,14.1,8.0,9.0,5.0,2.0,0.0,0.0,0.0,10.0,5.3,10.4,30.0,31.0,5.4,31.0,31.0,0.0,-1.2,21.0,15.8,1.0,68,31-45
A00042042-V01,0.5,3,14.0,8.0,1,No,WorkPrivate,68224,No,52.0,,M,,32.0,,15,1905.0,93.0,Diesel,CITROEN,XANTIA,172.0,Tourism,22045.0,1428,68,2009.0,2011.0,,0.0,68224006.0,47.75,7.288833,245.0,202301.0,47.2,31.0,13.4,8.0,10.0,3.0,1.0,0.0,0.0,0.0,12.0,4.9,11.8,1.0,31.0,4.5,31.0,31.0,0.0,-3.2,21.0,12.2,1.0,68,46-60
A00071299-V01,0.76,3,7.0,2.0,12,No,WorkPrivate,62041,No,35.0,,F,,13.0,,19,1124.0,55.0,Gasoline,PEUGEOT,_205,154.0,Tourism,9681.0,765,62,2001.0,2007.0,2554.43,1.0,62873001.0,50.255833,2.87,74.0,202301.0,40.4,31.0,7.8,9.0,11.0,2.0,0.0,0.0,0.0,0.0,9.0,4.3,10.7,29.0,31.0,5.4,31.0,31.0,0.0,-0.5,25.0,11.9,1.0,62,31-45
A00016909-V01,0.5,4,5.0,2.0,12,No,WorkPrivate,79202,Yes,46.0,45.0,M,F,26.0,26.0,9,1461.0,66.0,Diesel,RENAULT,CLIO,163.0,Tourism,13050.0,960,79,2015.0,2017.0,,0.0,79202003.0,46.636833,-0.261,159.0,202301.0,120.6,31.0,32.2,14.0,13.0,8.0,5.0,1.0,0.0,0.0,9.0,4.5,9.4,20.0,31.0,6.0,31.0,31.0,0.0,-1.3,22.0,13.4,1.0,79,46-60
A00003502-V01,0.64,4,3.0,1.0,12,No,WorkPrivate,06088,No,32.0,,F,,12.0,,1,1149.0,59.0,Gasoline,RENAULT,TWINGO,150.0,Tourism,10100.0,925,06,2021.0,2023.0,,0.0,6088001.0,43.648833,7.209,2.0,202301.0,45.2,31.0,42.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.6,10.4,18.0,31.0,10.3,31.0,31.0,0.0,6.5,21.0,14.5,3.0,06,31-45
A00047735-V01,0.5,4,26.0,10.0,2,No,WorkPrivate,78481,No,60.0,,M,,32.0,,19,2088.0,111.0,Diesel,CITROEN,XM,184.0,Tourism,28661.0,1455,78,2005.0,2008.0,,0.0,78481001.0,48.887833,2.115833,27.0,202301.0,47.3,31.0,14.3,14.0,11.0,3.0,1.0,0.0,0.0,0.0,8.0,4.5,9.7,31.0,31.0,6.6,31.0,31.0,0.0,0.9,29.0,14.0,1.0,78,46-60
A00017070-V01,0.72,2,2.0,2.0,1,No,WorkPrivate,30034,No,25.0,,F,,7.0,,15,1239.0,55.0,Gasoline,RENAULT,TWINGO,150.0,Tourism,9041.0,790,30,2009.0,2011.0,,0.0,1033002.0,46.0865,5.814167,350.0,202301.0,86.1,31.0,23.4,8.0,12.0,5.0,3.0,0.0,0.0,0.0,11.0,6.4,13.7,31.0,31.0,3.7,31.0,31.0,0.0,-2.5,20.0,10.2,1.0,30,18-30
A00090501-V01,0.5,3,28.0,1.0,1,No,Retired,23025,No,76.0,,M,,49.0,,11,1905.0,70.0,Diesel,CITROEN,BERLINGO,142.0,Tourism,14254.0,1110,23,2012.0,2013.0,,0.0,23025001.0,46.315333,1.916333,382.0,202301.0,58.8,31.0,9.4,15.0,13.0,4.0,0.0,0.0,0.0,0.0,11.0,4.4,10.4,30.0,31.0,4.7,31.0,31.0,0.0,-2.1,22.0,15.3,1.0,23,76+
A00059771-V01,0.5,4,20.0,1.0,1,No,Retired,35238,No,80.0,,F,,53.0,,5,1248.0,70.0,Diesel,OPEL,CORSA,165.0,Tourism,13090.0,1060,35,2017.0,2019.0,,0.0,35238003.0,48.126167,-1.6435,66.0,202301.0,65.0,31.0,11.0,15.0,13.0,4.0,1.0,0.0,0.0,0.0,5.0,4.7,8.7,22.0,31.0,7.1,31.0,31.0,0.0,0.9,22.0,12.6,4.0,35,76+
A00063434-V01,0.5,3,2.0,2.0,1,No,WorkPrivate,02691,Yes,48.0,37.0,F,M,13.0,18.0,13,1896.0,111.0,Diesel,VOLKSWAGEN,PASSAT,196.0,Tourism,21877.0,1300,02,2010.0,2012.0,,0.0,2320001.0,49.818333,3.206,98.0,202301.0,60.4,31.0,9.7,14.0,12.0,5.0,0.0,0.0,0.0,0.0,10.0,4.4,10.0,10.0,31.0,5.1,31.0,31.0,0.0,-1.4,25.0,12.1,1.0,02,46-60
A00085971-V01,0.5,4,7.0,3.0,1,No,WorkPrivate,68224,No,51.0,,M,,33.0,,15,1389.0,60.0,Gasoline,OPEL,CORSA,145.0,Tourism,10962.0,885,68,2007.0,2009.0,,0.0,68224006.0,47.75,7.288833,245.0,202301.0,47.2,31.0,13.4,8.0,10.0,3.0,1.0,0.0,0.0,0.0,12.0,4.9,11.8,1.0,31.0,4.5,31.0,31.0,0.0,-3.2,21.0,12.2,1.0,68,46-60
A00005665-V01,0.5,4,9.0,1.0,1,No,WorkPrivate,67482,No,51.0,,M,,32.0,,1,1753.0,116.0,Diesel,FORD,FOCUS,188.0,Tourism,24200.0,1390,67,2021.0,2024.0,,0.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,46-60
A00013750-V01,0.8,2,5.0,4.0,12,No,WorkPrivate,59178,No,47.0,,F,,16.0,,20,1769.0,60.0,Diesel,PEUGEOT,_205,155.0,Tourism,11564.0,850,59,1997.0,2007.0,83.3,1.0,59178001.0,50.389667,3.067167,26.0,202301.0,56.6,31.0,7.4,14.0,15.0,5.0,0.0,0.0,0.0,0.0,9.0,4.7,11.3,29.0,31.0,5.8,31.0,31.0,0.0,-0.3,25.0,12.2,1.0,59,46-60
A00082689-V01,0.6,4,25.0,5.0,12,No,Professional,68224,Yes,57.0,29.0,M,F,38.0,94.0,5,1997.0,90.0,Diesel,CITROEN,BERLINGO,163.0,Commercial,15727.0,1110,68,2016.0,2018.0,2683.76,1.0,68224006.0,47.75,7.288833,245.0,202301.0,47.2,31.0,13.4,8.0,10.0,3.0,1.0,0.0,0.0,0.0,12.0,4.9,11.8,1.0,31.0,4.5,31.0,31.0,0.0,-3.2,21.0,12.2,1.0,68,46-60
A00003390-V01,0.5,4,27.0,2.0,1,No,Retired,79191,Yes,75.0,78.0,F,M,42.0,59.0,11,1149.0,59.0,Gasoline,RENAULT,TWINGO,148.0,Tourism,10199.0,823,79,2012.0,2014.0,,0.0,79191005.0,46.315833,-0.400167,57.0,202301.0,90.1,31.0,20.4,14.0,11.0,7.0,4.0,0.0,0.0,0.0,9.0,5.2,10.2,30.0,31.0,6.3,31.0,31.0,0.0,-0.8,22.0,13.8,1.0,79,61-75
A00067515-V02,0.5,4,11.0,1.0,2,Yes,WorkPrivate,06029,No,46.0,,F,,24.0,,1,1598.0,90.0,Diesel,SEAT,IBIZA,177.0,Tourism,17105.0,1120,06,2023.0,2024.0,,0.0,6029001.0,43.5565,6.9505,2.0,202301.0,43.5,31.0,37.9,8.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,10.4,14.2,14.0,31.0,9.5,31.0,31.0,0.0,4.7,21.0,14.5,3.0,06,46-60
A00070673-V01,0.5,3,9.0,1.0,2,Yes,WorkPrivate,52448,Yes,65.0,63.0,M,F,47.0,40.0,17,1769.0,60.0,Diesel,PEUGEOT,_205,155.0,Commercial,10474.0,1270,52,1999.0,2007.0,,0.0,52448001.0,48.631333,4.903667,139.0,202301.0,77.6,31.0,15.1,14.0,12.0,7.0,3.0,0.0,0.0,0.0,8.0,4.1,8.7,10.0,31.0,5.5,31.0,31.0,0.0,-1.1,20.0,14.7,1.0,52,61-75
A00027823-V02,0.5,2,5.0,1.0,1,No,Retired,83061,Yes,68.0,71.0,M,F,45.0,44.0,15,1580.0,90.0,Gasoline,CITROEN,XANTIA,175.0,Tourism,16450.0,1170,83,2007.0,2011.0,,0.0,83061001.0,43.4235,6.738,7.0,202301.0,21.6,31.0,12.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,9.2,13.3,29.0,31.0,9.3,31.0,31.0,0.0,4.6,22.0,14.0,7.0,83,61-75
A00020826-V01,0.68,1,5.0,1.0,12,No,WorkPrivate,18279,No,34.0,,F,,11.0,,10,1997.0,109.0,Diesel,PEUGEOT,_307,193.0,Tourism,23200.0,1243,18,2015.0,2017.0,,0.0,18279001.0,47.2195,2.014167,98.0,202301.0,53.8,31.0,10.0,17.0,12.0,2.0,1.0,0.0,0.0,0.0,5.0,4.4,11.5,3.0,31.0,5.9,31.0,31.0,0.0,0.1,22.0,12.2,1.0,18,31-45
A00002937-V02,0.5,1,1.0,1.0,2,No,Retired,06016,No,79.0,,M,,61.0,,16,1781.0,90.0,Gasoline,VOLKSWAGEN,PASSAT,178.0,Tourism,17151.0,1220,06,2007.0,2010.0,,0.0,6016001.0,44.089833,6.988,1464.0,202301.0,41.4,31.0,32.3,8.0,4.0,1.0,1.0,1.0,0.0,0.0,22.0,9.3,15.3,30.0,31.0,2.2,31.0,31.0,0.0,-4.7,21.0,8.0,5.0,06,76+
A00019522-V01,0.5,4,26.0,5.0,2,No,WorkPrivate,67482,No,65.0,,M,,46.0,,5,1968.0,140.0,Diesel,AUDI,A3,207.0,Tourism,30780.0,1410,67,2018.0,2020.0,,0.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,61-75
A00019066-V01,0.5,4,27.0,4.0,12,No,Retired,76259,No,77.0,,F,,36.0,,4,1242.0,75.0,Gasoline,FORD,FIESTA,163.0,Tourism,12850.0,1027,76,2021.0,2022.0,,0.0,76259001.0,49.767167,0.369167,104.0,202301.0,86.8,31.0,19.4,8.0,16.0,5.0,2.0,0.0,0.0,0.0,2.0,3.8,7.1,25.0,31.0,6.8,31.0,31.0,0.0,2.1,24.0,11.4,5.0,76,76+
A00003405-V01,0.57,2,5.0,4.0,12,No,WorkPrivate,79079,Yes,29.0,26.0,M,F,11.0,94.0,44,1130.0,55.0,Gasoline,PEUGEOT,_204,140.0,Tourism,1827.0,860,79,1979.0,1986.0,,0.0,79079013.0,46.928833,-0.757833,150.0,202301.0,96.1,31.0,20.8,14.0,17.0,7.0,3.0,0.0,0.0,0.0,9.0,5.0,11.2,20.0,31.0,6.1,31.0,31.0,0.0,-2.5,22.0,13.4,1.0,79,18-30
A00037772-V01,0.5,2,12.0,1.0,12,No,WorkPrivate,03310,No,60.0,,M,,42.0,,17,1975.0,74.0,Diesel,TOYOTA,CARINA,165.0,Tourism,17829.0,1200,03,2006.0,2009.0,,0.0,3310001.0,46.117667,3.439,255.0,202301.0,49.4,31.0,7.0,18.0,15.0,4.0,0.0,0.0,0.0,0.0,7.0,4.9,12.3,7.0,31.0,5.2,31.0,31.0,0.0,-0.9,22.0,15.5,1.0,03,46-60
A00074118-V01,0.5,4,6.0,2.0,2,No,Retired,66136,Yes,73.0,67.0,M,M,53.0,29.0,2,1339.0,100.0,Gasoline,HONDA,JAZZ,182.0,Tourism,16460.0,1071,66,2022.0,2024.0,,0.0,66136001.0,42.737167,2.872833,42.0,202301.0,19.5,31.0,17.1,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.3,13.5,11.0,31.0,8.6,31.0,31.0,0.0,3.3,23.0,14.5,3.0,66,61-75
A00078734-V01,0.68,3,5.0,1.0,12,No,WorkPrivate,48095,Yes,27.0,23.0,F,M,9.0,94.0,13,954.0,51.0,Gasoline,PEUGEOT,_106,150.0,Tourism,9590.0,815,48,2010.0,2012.0,,0.0,48095004.0,44.516833,3.489833,710.0,202301.0,57.2,31.0,13.4,16.0,7.0,6.0,2.0,0.0,0.0,0.0,19.0,6.8,15.1,30.0,31.0,2.4,31.0,31.0,0.0,-2.6,30.0,10.7,2.0,48,18-30
A00051160-V01,0.5,4,7.0,1.0,2,No,WorkPrivate,14659,No,37.0,,F,,18.0,,10,1998.0,101.0,Diesel,OPEL,ZAFIRA,175.0,Tourism,23530.0,1300,14,2013.0,2018.0,,0.0,14659001.0,49.06,-0.234333,62.0,202301.0,77.7,31.0,26.6,15.0,13.0,5.0,2.0,0.0,0.0,0.0,5.0,4.9,10.5,10.0,31.0,6.6,31.0,31.0,0.0,-0.1,22.0,12.6,4.0,14,31-45
A00021053-V01,0.5,4,28.0,2.0,1,No,Retired,06088,Yes,80.0,81.0,F,M,54.0,57.0,2,1991.0,109.0,Diesel,MERCEDES BENZ,A180,186.0,Tourism,26000.0,1270,06,2018.0,2024.0,,0.0,6088001.0,43.648833,7.209,2.0,202301.0,45.2,31.0,42.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.6,10.4,18.0,31.0,10.3,31.0,31.0,0.0,6.5,21.0,14.5,3.0,06,76+
A00013157-V01,0.5,4,2.0,2.0,1,No,WorkPrivate,03185,Yes,50.0,48.0,M,F,31.0,29.0,9,1753.0,75.0,Diesel,FORD,FOCUS,168.0,Tourism,16200.0,1269,03,2014.0,2017.0,,0.0,3185007.0,46.355167,2.574667,229.0,202301.0,29.4,31.0,6.6,17.0,7.0,1.0,0.0,0.0,0.0,0.0,10.0,5.4,16.4,7.0,31.0,5.4,31.0,31.0,0.0,-0.8,22.0,13.5,1.0,03,46-60
